Timestamp,"Considerando sua última experiência com essas características, ela foi Obrigatória ou Opcional?",Qual é a sua idade?,Com qual gênero você se identifica?,Em que Estado você reside? ,Qual é o seu mais alto grau de instrução?,Qual seu tempo total de experiência na engenharia de software?,Qual das alternativas abaixo descreve seu nível profissional atual?,Quantos funcionários a empresa possui? ,Qual é a sua principal área de atuação na engenharia de software no momento? , [Entendi como o experiência de aprendizado se conectou com os objetivos da empresa.]," [Tive o apoio e os recursos necessários (tempo, tecnologia, suporte) da empresa para realizar esta experiência de aprendizado.]", [O conteúdo da experiência de aprendizado atendeu às necessidades da minha função.], [O conteúdo da experiência de aprendizado foi adaptado ao meu nível de experiência.], [Minha opinião foi considerada na criação da experiência de aprendizado que participei.]," [A carga horária desta experiência de aprendizado prejudicou meu tempo pessoal (descanso, vida social).]", [A experiência de aprendizado foi importante para me manter competitivo(a) no mercado.], [O que aprendi na experiência de aprendizado me motivou a buscar novos conhecimentos.], [A liderança da minha área incentivou ativamente minha participação na experiência de aprendizado.], [Tive tempo suficiente durante o expediente para participar da experiência de aprendizado e estudar.], [Participei desta experiência de aprendizado mais por obrigação do que por interesse no conteúdo.]," [A empresa ofereceu incentivos claros para a participação nesta experiência de aprendizado (ex: bônus, folgas, ressarcimento de custos, pontuação em avaliação de desempenho).]"," [A empresa costuma reconhecer os funcionários que se desenvolvem e concluem treinamentos (ex: através de certificados, elogios públicos, comunicados).]", [A experiência de aprendizado que participei foi bem organizado e estruturado.], [Os materiais que recebi para a experiência de aprendizado foram úteis.], [O ambiente da experiência de aprendizado (físico ou virtual) foi adequado para o aprendizado.], [A explicação do instrutor foi clara e fácil de entender.], [A atuação do instrutor foi fundamental para o meu aprendizado e motivação.], [As atividades durante a experiência de aprendizado foram interessantes e variadas.], [A experiência de aprendizado continha uma parte relevante dedicada ao desenvolvimento de soft skills (habilidades comportamentais).], [Fiquei satisfeito(a) com a qualidade da experiência de aprendizado que participei.], [A experiência de aprendizado me ajudou a desenvolver meu raciocínio para resolver problemas.], [Aplicar o que aprendi na experiência de aprendizado melhorou meu desempenho.], [Consigo aplicar no meu trabalho o que aprendi na experiência de aprendizado.], [O que aprendi na experiência de aprendizado me deu mais autonomia no trabalho.], [O suporte da minha liderança foi um incentivo para eu aplicar o que aprendi.], [A experiência de aprendizado que realizei abriu oportunidades de crescimento na empresa (promoção ou aumento salarial).],Qual foi a experiência de aprendizado mais útil que você já fez? Por quê?,"Se você pudesse sugerir uma melhoria nos processos de aprendizado, qual seria?",Column 39,Soube quem na sua empresa foi o responsável por organizar a experiência de aprendizado.,"Exite alguma coisa que vocês gostaria de comentar e não teve oportuni-
dade sobre o tema?"
9/15/2025 9:41:45,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",41,Masculino,São Paulo (SP),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Gestão de Pessoas / Projetos,Concordo totalmente,Concordo,Neutro,Concordo,Neutro,Discordo,Concordo,Concordo,Concordo totalmente,Concordo,Discordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Neutro,Neutro,Neutro,Concordo,Neutro,Pessoas mais experientes do que eu falando e indicando o percurso que vc para chegar ate aquele objetivo e isso contribuiu positivamente para que eu pudesse avaliar alguns conceitos de vida empregados ate aquele momento,"Acredito que a dinamica adotada por varios profissionais dessa area são ultrapassados e precisam ser revistos, e muitas pessoas somente falam e teorizam muitas coisas sem ter passados ou experimentado aquilo na pratica e isso não mostrar o dominio pleno sobre o assunto em questão.",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
9/15/2025 10:40:40,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",60,Masculino,São Paulo (SP),"Pós-graduação incompleta (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Controle de Qualidade (QA),Concordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Neutro,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Neutro,Neutro,Neutro,Neutro,Neutro,Língua Inglesa,Contagem de pontuação por skill e apresentação automática da pontuação no perfil do colaborador,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
9/15/2025 16:27:00,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",32,Feminino,Goiás (GO),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Liderança Técnica,Concordo,Neutro,Concordo,Discordo,Neutro,Discordo,Concordo,Concordo,Concordo,Discordo,Discordo,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo,Neutro,Concordo,Discordo,Inteligência emocional para lidar com conflitos internos e externos. ,Tempo para aprendizado. ,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
9/15/2025 16:33:09,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",30,Masculino,Sergipe (SE),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Entre 7 e 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Gestão de Pessoas / Projetos,Concordo,Concordo totalmente,Concordo,Neutro,Discordo,Discordo totalmente,Concordo totalmente,Concordo,Concordo,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo,Concordo,Concordo,Concordo totalmente,Concordo,Neutro,Concordo,Discordo,Concordo,Neutro,Neutro,Neutro,Concordo,Concordo,Neutro,Liderança. Porque abriu caminhos para que de fato entrasse nessa área de gestão de pessoas. ,Alinhamento entre líder e liderado sobre o que pode agregar valor para ambas as partes e liberar o colaborador para poder focar seu tempo nesse aprendizado.,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
9/15/2025 16:57:08,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",34,Masculino,Amazonas (AM),"Pós-graduação incompleta (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Especialista (Foco técnico),100 ou mais funcionários (Grande empresa),Controle de Qualidade (QA),Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Neutro,Neutro,Concordo,Concordo,Neutro,Neutro,Neutro,Concordo totalmente,Concordo,Neutro,Concordo,Neutro,Neutro,Neutro,Concordo totalmente,Concordo,Neutro,Concordo,Concordo,Neutro,Concordo,Neutro,Cypress,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
9/15/2025 17:09:20,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",32,Masculino,Paraíba (PB),Ensino Superior completo,Entre 3 e 4 anos.,Pleno,100 ou mais funcionários (Grande empresa),Desenvolvimento,Neutro,Concordo,Concordo totalmente,Neutro,Neutro,Concordo,Concordo,Concordo,Neutro,Concordo,Concordo totalmente,Concordo,Concordo,Neutro,Neutro,Concordo,Discordo,Concordo,Concordo,Concordo,Discordo,Neutro,Concordo,Neutro,Concordo,Neutro,Concordo,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
9/15/2025 17:18:56,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",33,Masculino,São Paulo (SP),Ensino Superior completo,Entre 3 e 4 anos.,Pleno,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo,Concordo totalmente,Neutro,Discordo,Concordo,Discordo totalmente,Neutro,Concordo,Concordo totalmente,Concordo,Discordo,Discordo,Discordo,Neutro,Concordo,Concordo,Concordo,Discordo,Discordo,Discordo,Neutro,Discordo,Discordo,Discordo,Neutro,Neutro,Discordo totalmente,,"Creio que seria importante proporcionar atividades práticas de caráter mais aberto, que obrigue o estudante a pensar e buscar resolver os problemas amparado pelo conteúdo do curso, e não somente seguir etapas de um passo a passo em um ambiente virtual.",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
9/15/2025 18:22:21,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",40,Masculino,Santa Catarina (SC),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Desenvolvimento,Neutro,Discordo,Discordo,Discordo,Discordo,Concordo,Discordo,Discordo,Neutro,Discordo,Concordo,Discordo,Discordo,Discordo,Discordo,Neutro,Concordo,Neutro,Discordo,Concordo,Discordo,Discordo,Discordo,Concordo,Discordo,Neutro,Neutro,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
9/15/2025 20:07:04,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",36,Masculino,Pernambuco (PE),"Pós-graduação incompleta (Especialização, Mestrado ou Doutorado)",Entre 3 e 4 anos.,Júnior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Neutro,Concordo,Concordo,Neutro,Discordo,Discordo totalmente,Concordo,Neutro,Neutro,Concordo,Concordo,Concordo,Neutro,Concordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
9/15/2025 20:39:57,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",49,Masculino,Pernambuco (PE),"Pós-graduação incompleta (Especialização, Mestrado ou Doutorado)",Entre 5 e 6 anos.,Sênior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo,Neutro,Concordo totalmente,Concordo,Neutro,Concordo,Concordo,Concordo totalmente,Concordo totalmente,Discordo totalmente,Neutro,Discordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo,Neutro,Neutro,"Um curso de programação em Delphi, ele me abriu as portas para o maior emprego que tive.",Que o horário dos cursos pudessem ser divididos entre o horário do trabalho e o horário de descanso. ,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
9/16/2025 4:57:07,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",43,Masculino,Ceará (CE),Ensino Superior completo,Mais de 8 anos.,Sênior,De 10 a 49 funcionários (Pequena empresa),Desenvolvimento,Concordo,Concordo,Neutro,Discordo totalmente,Discordo totalmente,Neutro,Concordo totalmente,Neutro,Concordo,Neutro,Discordo,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Discordo,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,Neutro,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
9/16/2025 9:17:54,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",43,Masculino,Pernambuco (PE),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Gestão de Pessoas / Projetos,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,Neutro,Discordo,Neutro,Neutro,Neutro,Concordo,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo,Neutro,Concordo,Neutro,Neutro,Neutro,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
9/16/2025 11:56:50,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",33,Feminino,Santa Catarina (SC),Ensino Superior incompleto,Entre 5 e 6 anos.,Sênior,100 ou mais funcionários (Grande empresa),Gestão de Pessoas / Projetos,Concordo totalmente,Concordo,Neutro,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,,"Práticos e objetivos, e com analogias para facilitar o entendimento. ",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
9/16/2025 16:34:27,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",37,Masculino,Minas Gerais (MG),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Especialista (Foco técnico),100 ou mais funcionários (Grande empresa),Arquitetura,Discordo,Discordo,Neutro,Discordo totalmente,Discordo,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo,Discordo,Concordo totalmente,Discordo,Discordo totalmente,Neutro,Discordo,Neutro,Discordo,Discordo,Discordo,Discordo totalmente,Discordo,Discordo,Discordo,Discordo totalmente,Discordo,Discordo totalmente,Discordo totalmente,empresa liberou acesso total ao alura por 2 meses. Pude buscar o curso que fazia sentido e me qualificar,acesso a ferramentas e plataformas que realmente fornecem cursos relevantes,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
9/16/2025 20:53:27,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",43,Masculino,Alagoas (AL),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Entre 1 e 2 anos.,Sênior,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo,Neutro,Concordo,Neutro,Neutro,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Discordo totalmente,Discordo totalmente,Discordo,Concordo totalmente,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo,Concordo,Neutro,"Investigar e otimizar a performance de um programa Natural que estava lento, como um relatório de fiscalização ou uma consulta de dados veiculares, que afeta a eficiência de um setor inteiro.  Essa foi a experiência mais útil porque não se tratou apenas de escrever código, mas de entender profundamente um problema de negócio e seus impactos. ","Para cada nova demanda ou bug, a equipe se reuniria para entender o problema a fundo. Um desenvolvedor menos experiente poderia ser o responsável por investigar e propor a solução, com o apoio de um profissional sênior. O aprendizado acontece na prática, ao navegar pelo código, consultar o banco de dados e entender a lógica de negócio.",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
9/16/2025 21:38:32,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",34,Masculino,São Paulo (SP),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Liderança Técnica,Concordo,Concordo,Concordo,Neutro,Concordo,Neutro,Neutro,Concordo,Concordo,Neutro,Discordo,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,Concordo,Neutro,Neutro,Concordo,Concordo totalmente,Concordo,Concordo,Neutro,Concordo,Neutro,"Considerando todo histórico recente, curso de liderança feito ainda no UOL (2019)","Turmas menores, humanização e individualizado, fugir da sanha da escala",Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
9/16/2025 21:57:58,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",36,Feminino,Pernambuco (PE),"Pós-graduação incompleta (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Sênior,100 ou mais funcionários (Grande empresa),Gestão de Pessoas / Projetos,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Discordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Concordo totalmente,Neutro,"Curso técnico, porque aprendi teoria e prática de assuntos que eu realmente uso no dia a dia",Fazer dinâmicas para que as pessoas terem tempo de construir o conhecimento e um senso crítico,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
9/16/2025 22:57:43,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",40,Masculino,Pernambuco (PE),"Pós-graduação incompleta (Especialização, Mestrado ou Doutorado)",Entre 5 e 6 anos.,Pleno,100 ou mais funcionários (Grande empresa),Desenvolvimento,Neutro,Concordo,Neutro,Discordo,Discordo,Concordo,Neutro,Concordo,Concordo,Neutro,Concordo,Neutro,Discordo,Neutro,Concordo,Concordo,Concordo,Neutro,Neutro,Neutro,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,,,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
9/17/2025 7:38:04,"Opcional: Participei por escolha própria, aproveitando um benefício ou apoio oferecido pela empresa (financeiro ou de tempo), para meu desenvolvimento profissional.",56,Masculino,Pernambuco (PE),"Pós-graduação completa (Especialização, Mestrado ou Doutorado)",Mais de 8 anos.,Gerente (Foco em pessoas),100 ou mais funcionários (Grande empresa),Gestão de Pessoas / Projetos,Concordo,Neutro,Concordo,Discordo,Neutro,Discordo,Neutro,Concordo,Discordo,Discordo,Discordo,Neutro,Concordo,Concordo,Neutro,Concordo,Concordo,Neutro,Neutro,Concordo,Concordo,Concordo,Neutro,Concordo,Neutro,Neutro,Neutro,Palestras com referências da área em que atuo,Fazer pesquisas antes se são úteis ou não ,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Sim,
9/17/2025 13:50:44,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",31,Masculino,Pernambuco (PE),Ensino Superior incompleto,Mais de 8 anos.,Especialista (Foco técnico),100 ou mais funcionários (Grande empresa),Desenvolvimento,Neutro,Neutro,Neutro,Discordo totalmente,Neutro,Neutro,Discordo totalmente,Discordo totalmente,Neutro,Neutro,Concordo totalmente,Neutro,Neutro,Discordo totalmente,Discordo totalmente,Concordo totalmente,Neutro,Neutro,Neutro,Concordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,Discordo totalmente,"Oportunidade de executar algo sem saber, lendo documentação e executando. Por que a leitura de manual junto com a pratica em um cenario real é o cenario do dia-a-dia",Conduzir pessoas a aprenderem sozinhas baseado em problemas reais,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
9/17/2025 14:06:56,"Obrigatória: Participei por ser uma exigência formal da empresa para minha função atual, para atender a regulamentos ou estratégias essenciais.",25,Feminino,Pernambuco (PE),"Pós-graduação incompleta (Especialização, Mestrado ou Doutorado)",Entre 3 e 4 anos.,Pleno,100 ou mais funcionários (Grande empresa),Desenvolvimento,Concordo,Concordo,Neutro,Neutro,Discordo,Concordo,Concordo totalmente,Concordo,Concordo,Discordo,Discordo,Discordo totalmente,Concordo,Concordo,Concordo,Concordo,Neutro,Neutro,Concordo,Neutro,Concordo,Concordo,Concordo,Concordo,Concordo,Neutro,Concordo,"Certificação Microsoft Azure AZ-900, porque me proporcionou um certificado oficial a respeito de uma plataforma bem reconhecida no mercado ",Aprendizados gratuitos para quem já está pagando pela certificação ,Lí o Termo de Consentimento Livre e Esclarecido e concordo em participar voluntariamente.,Não,
